path,type,size_bytes,git_status,sha256,referenced_by_count,referenced_by,likely_role,classification,proposed_action,confidence,notes
experiments/runs/2026-08-24T15-34-51-409Z_caliper_latency-query-count/network-config.json,file,5722,tracked-clean,b9a85f9da1c7807995032558d36f7dabcbfeca785c91eb70e57181d5338244cf,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/network-config.json; experiments/runs/2026-08-24T09-29-09-984Z_caliper_latency-users-1/network-config.json; experiments/runs/2026-08-24T09-29-37-032Z_caliper_latency-users-2/network-config.json; experiments/runs/2026-08-24T09-29-53-808Z_caliper_latency-users-1/network-config.json (+37 more)
experiments/runs/2026-08-24T15-34-51-409Z_caliper_latency-query-count/run-manifest.json,file,2789,tracked-clean,c89cb7388ebb827be46e31981ab9a43b5e03acc905e7ddccabdcb952e03145e0,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-34-51-409Z_caliper_latency-query-count/workloads/query-records.js,file,1978,tracked-clean,cacab9bf62c4ced0cc416e01c1ce7a91b07bb3efe1e2b397392c42274debe86d,63,benchmarks/caliper/configs/latency-query-count.yaml; benchmarks/caliper/package.json; benchmarks/caliper/scripts/validate-configs.js; experiments/runs/2026-08-24T09-29-09-984Z_caliper_latency-users-1/caliper-executed-benchmark.yaml; experiments/runs/2026-08-24T09-29-09-984Z_caliper_latency-users-1/latency-users-1.yaml; experiments/runs/2026-08-24T09-29-09-984Z_caliper_latency-users-1/run-manifest.json (+57 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/workloads/query-records.js; experiments/runs/2026-08-24T10-07-43-197Z_caliper_latency-query-count/workloads/query-records.js; experiments/runs/2026-08-24T10-17-02-255Z_caliper_latency-query-count/workloads/query-records.js
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/caliper-executed-benchmark.yaml,file,4445,tracked-clean,aeaf1330385442da7380398b72d240b0ee76f0a019ce0363731abd827b1582e2,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/caliper-report.html,file,52936,tracked-clean,2ca91ad344127e0456ecb877fef5bef032dd1e96727257ffe565dbd2312ee724,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/caliper-summary.json,file,1891,tracked-clean,2e572018002baec56092ca0a73b03010e0805e7c04f1d5dd76e4dcb953061a2d,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/caliper-transaction-summary.json,file,2098,tracked-clean,1967df1e6f0742c47de15539d6f70eaad2027e992cc67b37c9aacaf0294dc347,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/caliper-transactions.jsonl,file,59625,tracked-clean,67cbc6cf4ec9077348d381314933e4b91c837db6254c80ac7f87d2230feb88db,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/latency-transactions-worker-0.ndjson
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/caliper.log,file,233791,tracked-clean,ee6b56fde1bcb4f2d660d9755396a47adcc7cbb296b9b8959a0d6a092485dc7f,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/environment.json,file,5295,tracked-clean,7677a30a188e2b6e326e2a26e8b696d16b9649590a9e6295df07d8daba2523b1,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/latency-policy-path.yaml,file,4361,tracked-clean,8a1213c0b7703d574af2442738b92926aa2d79f26d42fd8ded6ba99451301271,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/configs/latency-policy-path.yaml
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/latency-transactions-worker-0.ndjson,file,59625,tracked-clean,67cbc6cf4ec9077348d381314933e4b91c837db6254c80ac7f87d2230feb88db,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/caliper-transactions.jsonl
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/monitoring/compose.yaml,file,601,tracked-clean,cf0f6e3af4c5cd805137bbc4a59bf7d0e62ba9b39b66ec36c578d7af268b6ed0,21,benchmarks/caliper/scripts/run-benchmark.js; experiments/runs/2026-08-24T09-21-50-774Z_caliper_read/run-manifest.json; experiments/runs/2026-08-24T09-24-35-112Z_caliper_write/run-manifest.json; experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/run-manifest.json; experiments/runs/2026-08-24T09-43-08-294Z_caliper_latency-clients-1/run-manifest.json; experiments/runs/2026-08-24T09-48-33-119Z_caliper_latency-clients-1/run-manifest.json (+15 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/monitoring/compose.yaml; experiments/runs/2026-08-24T09-21-50-774Z_caliper_read/monitoring/compose.yaml; experiments/runs/2026-08-24T09-24-35-112Z_caliper_write/monitoring/compose.yaml; experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/monitoring/compose.yaml (+16 more)
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/monitoring/prometheus.yml,file,753,tracked-clean,5bcaa59d52b38bf91f9cb96e93a2833744554c6994f5d60067b5f0cfe8e5fc0d,21,benchmarks/caliper/scripts/run-benchmark.js; experiments/runs/2026-08-24T09-21-50-774Z_caliper_read/run-manifest.json; experiments/runs/2026-08-24T09-24-35-112Z_caliper_write/run-manifest.json; experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/run-manifest.json; experiments/runs/2026-08-24T09-43-08-294Z_caliper_latency-clients-1/run-manifest.json; experiments/runs/2026-08-24T09-48-33-119Z_caliper_latency-clients-1/run-manifest.json (+15 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/monitoring/prometheus.yml; experiments/runs/2026-08-24T09-21-50-774Z_caliper_read/monitoring/prometheus.yml; experiments/runs/2026-08-24T09-24-35-112Z_caliper_write/monitoring/prometheus.yml; experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/monitoring/prometheus.yml (+16 more)
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/monitors/latency-tx-observer.js,file,1883,tracked-clean,ebaf4d0a5dcd19b128aba2e5d3837a076643fc67812445a9f25809e94ca40fbc,111,benchmarks/caliper/configs/latency-clients-1.yaml; benchmarks/caliper/configs/latency-clients-2.yaml; benchmarks/caliper/configs/latency-clients-4.yaml; benchmarks/caliper/configs/latency-clients-8.yaml; benchmarks/caliper/configs/latency-policy-path.yaml; benchmarks/caliper/configs/latency-query-count.yaml (+105 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/monitors/latency-tx-observer.js; experiments/runs/2026-08-24T09-31-48-043Z_caliper_latency-users-1/monitors/latency-tx-observer.js; experiments/runs/2026-08-24T09-32-15-175Z_caliper_latency-users-2/monitors/latency-tx-observer.js; experiments/runs/2026-08-24T09-32-42-425Z_caliper_latency-users-4/monitors/latency-tx-observer.js (+32 more)
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/network-config.json,file,5722,tracked-clean,b9a85f9da1c7807995032558d36f7dabcbfeca785c91eb70e57181d5338244cf,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/network-config.json; experiments/runs/2026-08-24T09-29-09-984Z_caliper_latency-users-1/network-config.json; experiments/runs/2026-08-24T09-29-37-032Z_caliper_latency-users-2/network-config.json; experiments/runs/2026-08-24T09-29-53-808Z_caliper_latency-users-1/network-config.json (+37 more)
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/run-manifest.json,file,2799,tracked-clean,6087dcb65287660fd5c1577c4eb37ac3df664fa02f8f7650a647331e784a9041,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-38-02-617Z_caliper_latency-policy-path/workloads/request-access-verified.js,file,1930,tracked-clean,794371c2634bdddcdf8f888e61edacfed4e4c4f51505101e4bf8356d74d67a18,26,benchmarks/caliper/configs/latency-policy-path.yaml; benchmarks/caliper/configs/latency-stability-short.yaml; benchmarks/caliper/configs/latency-write-tps.yaml; benchmarks/caliper/package.json; benchmarks/caliper/scripts/validate-configs.js; experiments/runs/2026-08-24T09-53-25-787Z_caliper_latency-write-tps/caliper-executed-benchmark.yaml (+20 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/workloads/request-access-verified.js; experiments/runs/2026-08-24T09-56-41-932Z_caliper_write-verifier-check/workloads/request-access-verified.js; experiments/runs/2026-08-24T09-57-03-955Z_caliper_write-verifier-check/workloads/request-access-verified.js; experiments/runs/2026-08-24T10-02-28-804Z_caliper_latency-write-tps/workloads/request-access-verified.js (+2 more)
experiments/runs/2026-08-24T15-43-02-557Z_caliper_latency-stability/caliper-executed-benchmark.yaml,file,4317,tracked-clean,2f47cc2850bd1e4446390365ee43278a556e0b572d2ef0655158ec17edc5c6ed,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/caliper-executed-benchmark.yaml
experiments/runs/2026-08-24T15-43-02-557Z_caliper_latency-stability/caliper.log,file,319680,tracked-clean,5ffcbe94a44532290ceba5a0bf206aa045cb0e369a21fd1b5d1960838a4071b4,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-43-02-557Z_caliper_latency-stability/environment.json,file,5295,tracked-clean,d227063df3d4bcdd784f8b1473f50f5401986c6cccedf49aa3af65217b75245b,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-43-02-557Z_caliper_latency-stability/latency-stability-short.yaml,file,4008,tracked-clean,eff4e8b0225bafacc1dca296531e7ed4bdbe9f0f2beee7476fc33e8c664746a1,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/configs/latency-stability-short.yaml; experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/latency-stability-short.yaml
experiments/runs/2026-08-24T15-43-02-557Z_caliper_latency-stability/latency-transactions-worker-0.ndjson,file,67553,tracked-clean,5865c444c1a429b510c2d68371cbd6ba8dec4c0dfc0b066d06148a9acfc2c5a9,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-43-02-557Z_caliper_latency-stability/monitoring/compose.yaml,file,601,tracked-clean,cf0f6e3af4c5cd805137bbc4a59bf7d0e62ba9b39b66ec36c578d7af268b6ed0,21,benchmarks/caliper/scripts/run-benchmark.js; experiments/runs/2026-08-24T09-21-50-774Z_caliper_read/run-manifest.json; experiments/runs/2026-08-24T09-24-35-112Z_caliper_write/run-manifest.json; experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/run-manifest.json; experiments/runs/2026-08-24T09-43-08-294Z_caliper_latency-clients-1/run-manifest.json; experiments/runs/2026-08-24T09-48-33-119Z_caliper_latency-clients-1/run-manifest.json (+15 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/monitoring/compose.yaml; experiments/runs/2026-08-24T09-21-50-774Z_caliper_read/monitoring/compose.yaml; experiments/runs/2026-08-24T09-24-35-112Z_caliper_write/monitoring/compose.yaml; experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/monitoring/compose.yaml (+16 more)
experiments/runs/2026-08-24T15-43-02-557Z_caliper_latency-stability/monitoring/prometheus.yml,file,753,tracked-clean,5bcaa59d52b38bf91f9cb96e93a2833744554c6994f5d60067b5f0cfe8e5fc0d,21,benchmarks/caliper/scripts/run-benchmark.js; experiments/runs/2026-08-24T09-21-50-774Z_caliper_read/run-manifest.json; experiments/runs/2026-08-24T09-24-35-112Z_caliper_write/run-manifest.json; experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/run-manifest.json; experiments/runs/2026-08-24T09-43-08-294Z_caliper_latency-clients-1/run-manifest.json; experiments/runs/2026-08-24T09-48-33-119Z_caliper_latency-clients-1/run-manifest.json (+15 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/monitoring/prometheus.yml; experiments/runs/2026-08-24T09-21-50-774Z_caliper_read/monitoring/prometheus.yml; experiments/runs/2026-08-24T09-24-35-112Z_caliper_write/monitoring/prometheus.yml; experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/monitoring/prometheus.yml (+16 more)
experiments/runs/2026-08-24T15-43-02-557Z_caliper_latency-stability/monitors/latency-tx-observer.js,file,1883,tracked-clean,ebaf4d0a5dcd19b128aba2e5d3837a076643fc67812445a9f25809e94ca40fbc,111,benchmarks/caliper/configs/latency-clients-1.yaml; benchmarks/caliper/configs/latency-clients-2.yaml; benchmarks/caliper/configs/latency-clients-4.yaml; benchmarks/caliper/configs/latency-clients-8.yaml; benchmarks/caliper/configs/latency-policy-path.yaml; benchmarks/caliper/configs/latency-query-count.yaml (+105 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/monitors/latency-tx-observer.js; experiments/runs/2026-08-24T09-31-48-043Z_caliper_latency-users-1/monitors/latency-tx-observer.js; experiments/runs/2026-08-24T09-32-15-175Z_caliper_latency-users-2/monitors/latency-tx-observer.js; experiments/runs/2026-08-24T09-32-42-425Z_caliper_latency-users-4/monitors/latency-tx-observer.js (+32 more)
experiments/runs/2026-08-24T15-43-02-557Z_caliper_latency-stability/network-config.json,file,5722,tracked-clean,b9a85f9da1c7807995032558d36f7dabcbfeca785c91eb70e57181d5338244cf,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/network-config.json; experiments/runs/2026-08-24T09-29-09-984Z_caliper_latency-users-1/network-config.json; experiments/runs/2026-08-24T09-29-37-032Z_caliper_latency-users-2/network-config.json; experiments/runs/2026-08-24T09-29-53-808Z_caliper_latency-users-1/network-config.json (+37 more)
experiments/runs/2026-08-24T15-43-02-557Z_caliper_latency-stability/run-manifest.json,file,2333,tracked-clean,50d3ba15d696c310cc9d6fd481875fe45b276759cd7f937cd356c306b2652962,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-43-02-557Z_caliper_latency-stability/workloads/request-access-verified.js,file,1930,tracked-clean,794371c2634bdddcdf8f888e61edacfed4e4c4f51505101e4bf8356d74d67a18,26,benchmarks/caliper/configs/latency-policy-path.yaml; benchmarks/caliper/configs/latency-stability-short.yaml; benchmarks/caliper/configs/latency-write-tps.yaml; benchmarks/caliper/package.json; benchmarks/caliper/scripts/validate-configs.js; experiments/runs/2026-08-24T09-53-25-787Z_caliper_latency-write-tps/caliper-executed-benchmark.yaml (+20 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/workloads/request-access-verified.js; experiments/runs/2026-08-24T09-56-41-932Z_caliper_write-verifier-check/workloads/request-access-verified.js; experiments/runs/2026-08-24T09-57-03-955Z_caliper_write-verifier-check/workloads/request-access-verified.js; experiments/runs/2026-08-24T10-02-28-804Z_caliper_latency-write-tps/workloads/request-access-verified.js (+2 more)
experiments/runs/2026-08-24T15-50-35-278Z_caliper_latency_pilot_suite/suite-manifest.json,file,12488,tracked-clean,0a85d3e8a6ca3ec7129b9d3de873b50a11081c656c511ead1a8befb276bf89fa,2,papers/final_paper/artifacts/PROVENANCE.md; reports/iteration/iter_015_caliper_paper_completion.md,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/caliper-executed-benchmark.yaml,file,4317,tracked-clean,2f47cc2850bd1e4446390365ee43278a556e0b572d2ef0655158ec17edc5c6ed,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: experiments/runs/2026-08-24T15-43-02-557Z_caliper_latency-stability/caliper-executed-benchmark.yaml
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/caliper-report.html,file,91221,tracked-clean,99933d8f6209695b761a1f81a8d832ed07eba47d1ae3385279012203e9a93359,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/caliper-summary.json,file,3373,tracked-clean,6d8c4002b9b991c773a47dfe1b97cbc97460adf988519099df6e1d2a5b01b600,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/caliper-transaction-summary.json,file,3702,tracked-clean,652691002ed47aabeee82acc5d8bfecb5d671315e1a1d4c31d3e52054316152b,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/caliper-transactions.jsonl,file,76932,tracked-clean,212e3546efd25b7e650604e96eb0d178d1c70a00a0db01dd170c46485bf5d7f5,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/latency-transactions-worker-0.ndjson
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/caliper.log,file,382212,tracked-clean,a0c1ad082161df6e0f2112685faf3b5809862b4f5e3c3eafefa4dd95f606250b,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/environment.json,file,5295,tracked-clean,82bc00c512ff130f205e7c5c90a56eefaf0b9eac1300b1af392f591b1c4a5177,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/latency-stability-short.yaml,file,4008,tracked-clean,eff4e8b0225bafacc1dca296531e7ed4bdbe9f0f2beee7476fc33e8c664746a1,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/configs/latency-stability-short.yaml; experiments/runs/2026-08-24T15-43-02-557Z_caliper_latency-stability/latency-stability-short.yaml
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/latency-transactions-worker-0.ndjson,file,76932,tracked-clean,212e3546efd25b7e650604e96eb0d178d1c70a00a0db01dd170c46485bf5d7f5,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/caliper-transactions.jsonl
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/monitoring/compose.yaml,file,601,tracked-clean,cf0f6e3af4c5cd805137bbc4a59bf7d0e62ba9b39b66ec36c578d7af268b6ed0,21,benchmarks/caliper/scripts/run-benchmark.js; experiments/runs/2026-08-24T09-21-50-774Z_caliper_read/run-manifest.json; experiments/runs/2026-08-24T09-24-35-112Z_caliper_write/run-manifest.json; experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/run-manifest.json; experiments/runs/2026-08-24T09-43-08-294Z_caliper_latency-clients-1/run-manifest.json; experiments/runs/2026-08-24T09-48-33-119Z_caliper_latency-clients-1/run-manifest.json (+15 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/monitoring/compose.yaml; experiments/runs/2026-08-24T09-21-50-774Z_caliper_read/monitoring/compose.yaml; experiments/runs/2026-08-24T09-24-35-112Z_caliper_write/monitoring/compose.yaml; experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/monitoring/compose.yaml (+16 more)
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/monitoring/prometheus.yml,file,753,tracked-clean,5bcaa59d52b38bf91f9cb96e93a2833744554c6994f5d60067b5f0cfe8e5fc0d,21,benchmarks/caliper/scripts/run-benchmark.js; experiments/runs/2026-08-24T09-21-50-774Z_caliper_read/run-manifest.json; experiments/runs/2026-08-24T09-24-35-112Z_caliper_write/run-manifest.json; experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/run-manifest.json; experiments/runs/2026-08-24T09-43-08-294Z_caliper_latency-clients-1/run-manifest.json; experiments/runs/2026-08-24T09-48-33-119Z_caliper_latency-clients-1/run-manifest.json (+15 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/monitoring/prometheus.yml; experiments/runs/2026-08-24T09-21-50-774Z_caliper_read/monitoring/prometheus.yml; experiments/runs/2026-08-24T09-24-35-112Z_caliper_write/monitoring/prometheus.yml; experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/monitoring/prometheus.yml (+16 more)
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/monitors/latency-tx-observer.js,file,1883,tracked-clean,ebaf4d0a5dcd19b128aba2e5d3837a076643fc67812445a9f25809e94ca40fbc,111,benchmarks/caliper/configs/latency-clients-1.yaml; benchmarks/caliper/configs/latency-clients-2.yaml; benchmarks/caliper/configs/latency-clients-4.yaml; benchmarks/caliper/configs/latency-clients-8.yaml; benchmarks/caliper/configs/latency-policy-path.yaml; benchmarks/caliper/configs/latency-query-count.yaml (+105 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/monitors/latency-tx-observer.js; experiments/runs/2026-08-24T09-31-48-043Z_caliper_latency-users-1/monitors/latency-tx-observer.js; experiments/runs/2026-08-24T09-32-15-175Z_caliper_latency-users-2/monitors/latency-tx-observer.js; experiments/runs/2026-08-24T09-32-42-425Z_caliper_latency-users-4/monitors/latency-tx-observer.js (+32 more)
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/network-config.json,file,5722,tracked-clean,b9a85f9da1c7807995032558d36f7dabcbfeca785c91eb70e57181d5338244cf,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: experiments/runs/2026-08-24T09-27-26-466Z_caliper_load/network-config.json; experiments/runs/2026-08-24T09-29-09-984Z_caliper_latency-users-1/network-config.json; experiments/runs/2026-08-24T09-29-37-032Z_caliper_latency-users-2/network-config.json; experiments/runs/2026-08-24T09-29-53-808Z_caliper_latency-users-1/network-config.json (+37 more)
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/run-manifest.json,file,2803,tracked-clean,5a7a717028f00c8251105fb9ce8df0ff43831399eaabde2c542b7876cc39f736,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-24T15-50-35-685Z_caliper_latency-stability/workloads/request-access-verified.js,file,1930,tracked-clean,794371c2634bdddcdf8f888e61edacfed4e4c4f51505101e4bf8356d74d67a18,26,benchmarks/caliper/configs/latency-policy-path.yaml; benchmarks/caliper/configs/latency-stability-short.yaml; benchmarks/caliper/configs/latency-write-tps.yaml; benchmarks/caliper/package.json; benchmarks/caliper/scripts/validate-configs.js; experiments/runs/2026-08-24T09-53-25-787Z_caliper_latency-write-tps/caliper-executed-benchmark.yaml (+20 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: benchmarks/caliper/workloads/request-access-verified.js; experiments/runs/2026-08-24T09-56-41-932Z_caliper_write-verifier-check/workloads/request-access-verified.js; experiments/runs/2026-08-24T09-57-03-955Z_caliper_write-verifier-check/workloads/request-access-verified.js; experiments/runs/2026-08-24T10-02-28-804Z_caliper_latency-write-tps/workloads/request-access-verified.js (+2 more)
experiments/runs/2026-08-25T14-01-04-128Z_ui_interaction_latency/config.json,file,1123,tracked-clean,81640db43e0747bab238d45ee6bd0d90fb7fd5864b1f01d0b554649f2cd93d39,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-25T14-07-26-224Z_ui_interaction_latency/artifact-manifest.json,file,1784,tracked-clean,5c465ecedaeb0bf5dc9b62e9366877fd0396f1737ee32b9b4f765bb6ab21a6b0,8,experiments/runs/2026-08-28T04-14-37-157Z_ui_unique_user_latency/config.json; experiments/runs/2026-08-28T04-14-37-157Z_ui_unique_user_latency/run-report.json; experiments/runs/2026-08-28T04-15-05-267Z_ui_unique_user_latency/config.json; experiments/runs/2026-08-28T04-15-05-267Z_ui_unique_user_latency/run-report.json; experiments/runs/2026-08-28T04-18-28-093Z_ui_unique_user_release_layout_ablation/config.json; experiments/runs/2026-08-28T04-18-28-093Z_ui_unique_user_release_layout_ablation/run-report.json (+2 more),predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-25T14-07-26-224Z_ui_interaction_latency/config.json,file,1134,tracked-clean,98af035d24ba2eb5deff2084bd92e3cc142e4297f96f1649f34f244d68dc971d,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-25T14-07-26-224Z_ui_interaction_latency/environment.json,file,486,tracked-clean,7f208dd3e3d91745cefc79a3aa5faf5ee3bccf68558fff4279a2edd94aef6aea,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-25T14-07-26-224Z_ui_interaction_latency/experiment.log,file,595,tracked-clean,29024912b624c0d7a9199e4bc73ef8815cfc62acc6aa11099e835886626a9874,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
experiments/runs/2026-08-25T14-07-26-224Z_ui_interaction_latency/raw-samples.jsonl,file,6584,tracked-clean,15ffa6e41567f477366717f6ab54d61597c788b8c64ea58f1844c7c09050b514,1,papers/final_paper/artifacts/PROVENANCE.md,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: experiments/runs/2026-08-25T14-07-26-224Z_ui_interaction_latency/raw-samples.partial.jsonl
experiments/runs/2026-08-25T14-07-26-224Z_ui_interaction_latency/raw-samples.partial.jsonl,file,6584,tracked-clean,15ffa6e41567f477366717f6ab54d61597c788b8c64ea58f1844c7c09050b514,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.; identical content: experiments/runs/2026-08-25T14-07-26-224Z_ui_interaction_latency/raw-samples.jsonl
experiments/runs/2026-08-25T14-07-26-224Z_ui_interaction_latency/rounds.csv,file,235,tracked-clean,31905be40647f4aebfce6223c2c8e07edb29f87dd60eb82d4492d87ffb2c16af,0,,predecessor run record,historical-evidence,keep,high,Raw evidence of earlier iterations; retained in place.
